auzfluz 	auzfluz 	fluß 	SUB
auzfluzz 	auzfluzz 	fluß 	SUB
auzfluzze 	auzfluzze 	fluß 	SUB
auzfluzze̅ 	auzfluzze̅ 	fluß 	SUB
auzfluͤzz 	auzfluͤzz 	fließen 	VER
auzfluͤzz 	auzfluͤzz 	fluß 	SUB
auzgangs 	auzgangs 	gang 	SUB
auzgans 	auzgans 	gang 	SUB
auzgegangen 	auzgegangen 	gehen 	VER
auzgelert 	auzgelert 	lehren 	VER
auzgenomen 	auzgenomen 	nehmen 	VER
auzgesant 	auzgesant 	senden 	VER
auzgesvgen 	auzgesvgen 	saugen 	VER
auzget 	auzget 	gán 	VER
auzgezogen 	auzgezogen 	ziehen 	VER
auzrichte 	auzrichte 	richten 	VER
auzrichtung 	auzrichtung 	richtung 	SUB
auzzer 	auzzer 	außer 	ADJ
außbeleiben 	außbeleiben 	bleiben 	VER
außgang 	außgang 	gang 	SUB
außga̅gen 	außga̅gen 	gehen 	VER
außgehe 	außgehe 	gán 	VER
außgelade̅ 	außgelade̅ 	laden2 	VER
außgelassen 	außgelassen 	lassen 	VER
außgericht 	außgericht 	richten 	VER
außgeschlagen 	außgeschlagen 	schlagen 	VER
außgeschlossen 	außgeschlossen 	schließen 	VER
außgetribe 	außgetribe 	treiben 	VER
außgetriben 	außgetriben 	treiben 	VER
außgeusset 	außgeusset 	gießen 	VER
außgewesen 	außgewesen 	sein 	VER
außgibet 	außgibet 	geben 	VER
außgiessen 	außgiessen 	gießen 	VER
außgingk 	außgingk 	gehen 	VER
außkehm 	außkehm 	kommen 	VER
außko̅met 	außko̅met 	kommen 	VER
außlauffenn 	außlauffenn 	laufen 	VER
außlest 	außlest 	lassen 	VER
außliesse 	außliesse 	lassen 	VER
außschliessens 	außschliessens 	schließen 	SUB
außschutten 	außschutten 	schütten 	VER
außsprichet 	außsprichet 	sprechen 	VER
außtzuspreche̅ 	außtzuspreche̅ 	sprechen 	VER
außverschicket 	außverschicket 	schicken 	VER
außzebelyben 	außzebelyben 	bleiben 	VER
außzefüren 	außzefüren 	führen 	VER
außzelassen 	außzelassen 	lassen 	VER
außzusprechen 	außzusprechen 	sprechen 	VER
außzuͦgiessen 	außzuͦgiessen 	gießen 	VER
außzuͦreden 	außzuͦreden 	reden 	VER
außbade 	außbade 	baden 	VER
außbaden 	außbaden 	baden 	VER
außbannisiert 	außbannisiert 	bannisieren 	VER
außbraiten 	außbraiten 	breiten 	VER
außbrandte 	außbrandte 	brennen 	VER
außbrechen 	außbrechen 	brechen 	VER
außbreittung 	außbreittung 	ausbreitung 	SUB
außbreitung 	außbreitung 	ausbreitung 	SUB
außbricht 	außbricht 	brechen 	VER
außbuͤndiger 	außbuͤndiger 	bündig 	ADJ
außdrinken 	außdrinken 	trinken 	VER
außdruckungen 	außdruckungen 	ausdrückung 	SUB
außdruͤcklich 	außdruͤcklich 	drücklich 	ADJ
außer 	außer 	außer 	ADJ
außeren 	außeren 	außer 	ADJ
außerlich 	außerlich 	äußerlich 	ADJ
außerlichen 	außerlichen 	äußerlich 	ADJ
außern 	außern 	außer 	ADJ
außersucht 	außersucht 	suchen 	VER
außerwehlten 	außerwehlten 	wählen 	VER
außerwelet 	außerwelet 	wählen 	VER
außerwoͤl 	außerwoͤl 	wählen 	VER
außerwoͤlten 	außerwoͤlten 	wählen 	VER
außfahrt 	außfahrt 	fahrt 	SUB
außfaren 	außfaren 	fahren 	VER
außfaͤlle 	außfaͤlle 	fall1 	SUB
außfaͤllen 	außfaͤllen 	fall1 	SUB
außfloß 	außfloß 	fließen 	VER
außflucht 	außflucht 	flucht 	SUB
außfluß 	außfluß 	fluß 	SUB
außfluͤß 	außfluͤß 	fluß 	SUB
außfuhr 	außfuhr 	fahren 	VER
außfuͤhren 	außfuͤhren 	führen 	VER
außfuͤhrens 	außfuͤhrens 	führen 	SUB
außfuͤhrlichem 	außfuͤhrlichem 	führlich 	ADJ
außfuͤhrlicher 	außfuͤhrlicher 	führlich 	ADJ
außfuͤhrung 	außfuͤhrung 	führung 	SUB
außgaben 	außgaben 	geben 	VER
außgang 	außgang 	gang 	SUB
außgange 	außgange 	gang 	SUB
außgangen 	außgangen 	gehen 	VER
außgangk 	außgangk 	gang 	SUB
außgangs 	außgangs 	gang 	SUB
außga̅ge 	außga̅ge 	gang 	SUB
außgaͤng 	außgaͤng 	gang 	SUB
außgeantwortet 	außgeantwortet 	worten 	VER
außgebe 	außgebe 	geben 	VER
außgeben 	außgeben 	geben 	VER
außgebrochen 	außgebrochen 	brechen 	VER
außgedoͤhnet 	außgedoͤhnet 	donen 	VER
außgedoͤnet 	außgedoͤnet 	donen 	VER
außgedruckt 	außgedruckt 	drucken 	VER
außgefallen 	außgefallen 	fallen 	VER
außgefertigt 	außgefertigt 	fertigen 	VER
außgefordert 	außgefordert 	fordern 	VER
außgefuret 	außgefuret 	führen 	VER
außgefurt 	außgefurt 	führen 	VER
außgefuͤrt 	außgefuͤrt 	führen 	VER
außgegossen 	außgegossen 	gießen 	VER
außgeharret 	außgeharret 	harren 	VER
außgehawen 	außgehawen 	hauen 	VER
außgehen 	außgehen 	gán 	VER
außgehende 	außgehende 	gán 	VER
außgehet 	außgehet 	gán 	VER
außgehn 	außgehn 	gán 	VER
außgehn 	außgehn 	gehen 	SUB
außgejagt 	außgejagt 	jagen 	VER
außgelassen 	außgelassen 	lassen 	VER
außgelauffen 	außgelauffen 	laufen 	VER
außgeleget 	außgeleget 	legen 	VER
außgelegt 	außgelegt 	legen 	VER
außgelert 	außgelert 	leeren 	VER
außgelescht 	außgelescht 	löschen1 	VER
außgelesen 	außgelesen 	lesen 	VER
außgeloffen 	außgeloffen 	laufen 	VER
außgemacht 	außgemacht 	machen 	VER
außgemustert 	außgemustert 	mustern 	VER
außgen 	außgen 	gán 	VER
außgenomen 	außgenomen 	nehmen 	VER
außgenommen 	außgenommen 	nehmen 	VER
außgenumben 	außgenumben 	nehmen 	VER
außgerechnet 	außgerechnet 	rechnen 	VER
außgereden 	außgereden 	reden 	VER
außgeredt 	außgeredt 	reden 	VER
außgeriben 	außgeriben 	reiben 	VER
außgericht 	außgericht 	richten 	VER
außgerichte 	außgerichte 	richten 	VER
außgerichtet 	außgerichtet 	richten 	VER
außgeruffen 	außgeruffen 	rufen 	VER
außgeruͤst 	außgeruͤst 	rüsten 	VER
außgeruͤstet 	außgeruͤstet 	rüsten 	VER
außgesagt 	außgesagt 	sagen 	VER
außgesand 	außgesand 	senden 	VER
außgesandt 	außgesandt 	senden 	VER
außgesaͤet 	außgesaͤet 	säen 	VER
außgeschafft 	außgeschafft 	schaffen1 	VER
außgeschickt 	außgeschickt 	schicken 	VER
außgeschlagen 	außgeschlagen 	schlagen 	VER
außgeschriben 	außgeschriben 	schreiben 	VER
außgeschrieben 	außgeschrieben 	schreiben 	VER
außgesetzt 	außgesetzt 	setzen 	VER
außgeslossen 	außgeslossen 	schließen 	VER
außgesogen 	außgesogen 	saugen 	VER
außgesoͤhnet 	außgesoͤhnet 	söhnen 	VER
außgespannen 	außgespannen 	spannen 	VER
außgespaͤhet 	außgespaͤhet 	spähen 	VER
außgespendet 	außgespendet 	spenden 	VER
außgesprochen 	außgesprochen 	sprechen 	VER
außgesproche̅ 	außgesproche̅ 	sprechen 	VER
außgestanden 	außgestanden 	stehen 	VER
außgestandenen 	außgestandenen 	stehen 	VER
außgestellet 	außgestellet 	stellen 	VER
außgestellt 	außgestellt 	stellen 	VER
außgestorben 	außgestorben 	sterben 	VER
außgestossen 	außgestossen 	stoßen 	VER
außgestreckten 	außgestreckten 	strecken 	VER
außgestreut 	außgestreut 	streuen 	VER
außgesündert 	außgesündert 	sondern 	VER
außgetailt 	außgetailt 	teilen 	VER
außgeteilt 	außgeteilt 	teilen 	VER
außgeteÿlt 	außgeteÿlt 	teilen 	VER
außgethailet 	außgethailet 	teilen 	VER
außgethailt 	außgethailt 	teilen 	VER
außgethaylet 	außgethaylet 	teilen 	VER
außgetheilet 	außgetheilet 	teilen 	VER
außgethon 	außgethon 	tun 	VER
außgetilget 	außgetilget 	tilgen 	VER
außgetretten 	außgetretten 	treten 	VER
außgetriben 	außgetriben 	treiben 	VER
außgeuertigt 	außgeuertigt 	fertigen 	VER
außgeust 	außgeust 	gießen 	VER
außgeübten 	außgeübten 	üben 	VER
außgewelbet 	außgewelbet 	wölben 	VER
außgeworffen 	außgeworffen 	werfen 	VER
außgezehrt 	außgezehrt 	zehren 	VER
außgezogen 	außgezogen 	ziehen 	VER
außge̅ge 	außge̅ge 	gang 	SUB
außgibt 	außgibt 	geben 	VER
außhelffen 	außhelffen 	helfen 	VER
außjagungen 	außjagungen 	jagung 	SUB
außkam 	außkam 	kommen 	VER
außkehren 	außkehren 	kehren 	SUB
außkundtschaffte 	außkundtschaffte 	schaften 	VER
außlassen 	außlassen 	lassen 	VER
außlasset 	außlasset 	lassen 	VER
außlauffen 	außlauffen 	laufen 	SUB
außlaͤger 	außlaͤger 	leger 	SUB
außlaͤnderinnen 	außlaͤnderinnen 	ausländerin 	SUB
außlaͤndische 	außlaͤndische 	ländisch 	ADJ
außlaͤndischen 	außlaͤndischen 	ländisch 	ADJ
außlaͤren 	außlaͤren 	leeren 	VER
außlediget 	außlediget 	ledigen 	VER
außlegen 	außlegen 	legen 	VER
außleger 	außleger 	leger 	SUB
außleget 	außleget 	legen 	VER
außlege̅ 	außlege̅ 	legen 	VER
außlegung 	außlegung 	auslegung 	SUB
außlegungen 	außlegungen 	auslegung 	SUB
außleide̅ 	außleide̅ 	leiden 	VER
außleschen 	außleschen 	löschen2 	VER
außlichen 	außlichen 	líchen3 	VER
außmachen 	außmachen 	machen 	VER
außmachet 	außmachet 	machen 	VER
außmarkung 	außmarkung 	ausmarchung 	SUB
außmusteren 	außmusteren 	mustern 	VER
außnam 	außnam 	ausnahme 	SUB
außprennen 	außprennen 	brennen 	VER
außrath 	außrath 	rat 	SUB
außraufften 	außraufften 	raufen 	VER
außrechnen 	außrechnen 	rechnen 	VER
außrede 	außrede 	rede 	SUB
außreden 	außreden 	reden 	SUB
außreden 	außreden 	reden 	VER
außreisser 	außreisser 	reißer 	SUB
außrichten 	außrichten 	richten 	VER
außrichtet 	außrichtet 	richten 	VER
außrichteten 	außrichteten 	richten 	VER
außrichtsamen 	außrichtsamen 	richtsam 	ADJ
außrichtung 	außrichtung 	richtung 	SUB
außruffen 	außruffen 	rufen 	VER
außrufft 	außrufft 	rufen 	VER
außruͤstete 	außruͤstete 	rüsten 	VER
außsag 	außsag 	sage 	SUB
außsagten 	außsagten 	sagen 	VER
außsahen 	außsahen 	sehen 	VER
außschicken 	außschicken 	schicken 	VER
außschickt 	außschickt 	schicken 	VER
außschlaffen 	außschlaffen 	schlafen 	VER
außschlag 	außschlag 	schlag 	SUB
außschlahen 	außschlahen 	schlagen 	VER
außschlaͤge 	außschlaͤge 	schlag 	SUB
außschlágig 	außschlágig 	schlägig 	ADJ
außschleust 	außschleust 	schließen 	VER
außschliessen 	außschliessen 	schließen 	VER
außschwadmet 	außschwadmet 	swademen 	VER
außsehen 	außsehen 	sehen 	VER
außsehet 	außsehet 	sehen 	VER
außsezte 	außsezte 	setzen 	VER
außspanten 	außspanten 	spannen 	VER
außspendung 	außspendung 	spendung 	SUB
außsprechen 	außsprechen 	sprechen 	SUB
außsprechen 	außsprechen 	sprechen 	VER
außsprengen 	außsprengen 	sprengen 	VER
außsprengung 	außsprengung 	sprengung 	SUB
außspricht 	außspricht 	sprechen 	VER
außspruch 	außspruch 	spruch 	SUB
außstehen 	außstehen 	stán 	VER
außstehung 	außstehung 	ausstehung 	SUB
außsteuren 	außsteuren 	steuern 	VER
außstrecken 	außstrecken 	strecken 	VER
außstrecket 	außstrecket 	strecken 	VER
außtauschen 	außtauschen 	tauschen 	VER
außteilt 	außteilt 	teilen 	VER
außteÿl 	außteÿl 	teilen 	VER
außtheilen 	außtheilen 	teilen 	VER
außtheilt 	außtheilt 	teilen 	VER
außtheilte 	außtheilte 	teilen 	VER
außtrag 	außtrag 	austrag 	SUB
außtragen 	außtragen 	tragen 	VER
außtragung 	außtragung 	austragung 	SUB
außtreib 	außtreib 	treiben 	VER
außtreiben 	außtreiben 	treiben 	SUB
außtreiben 	außtreiben 	treiben 	VER
außtrincken 	außtrincken 	trinken 	VER
außtruckenlichen 	außtruckenlichen 	drücklich 	ADJ
außtruncken 	außtruncken 	trinken 	VER
außtruͤcklich 	außtruͤcklich 	drücklich 	ADJ
außtruͤckliche 	außtruͤckliche 	drücklich 	ADJ
außtzulauffen 	außtzulauffen 	laufen 	VER
außwarte 	außwarte 	warten 	VER
außwarten 	außwarten 	warten 	VER
außweiset 	außweiset 	weisen 	VER
außweist 	außweist 	weisen 	VER
außwendig 	außwendig 	wendig 	ADJ
außwendige 	außwendige 	wendig 	ADJ
außwendiger 	außwendiger 	wendig 	ADJ
außwenndig 	außwenndig 	wendig 	ADJ
außwerffen 	außwerffen 	werfen 	VER
außweysunge 	außweysunge 	weisung 	SUB
außwe̅dig 	außwe̅dig 	wendig 	ADJ
außwe̅dige 	außwe̅dige 	wendig 	ADJ
außwe̅digen 	außwe̅digen 	wendig 	ADJ
außwe̅digkeyt 	außwe̅digkeyt 	úzwendicheit 	SUB
außwirckenn 	außwirckenn 	wirken 	SUB
außwurfft 	außwurfft 	werfen 	VER
außwuͤrfling 	außwuͤrfling 	auswürfling 	SUB
außzesprechen 	außzesprechen 	sprechen 	VER
außziehen 	außziehen 	ziehen 	VER
außzihen 	außzihen 	ziehen 	SUB
außzug 	außzug 	zug 	SUB
außzugeben 	außzugeben 	geben 	VER
außzulauffen 	außzulauffen 	laufen 	VER
außzulege̅ 	außzulege̅ 	legen 	VER
außzurichten 	außzurichten 	richten 	VER
außzurotten 	außzurotten 	rotten1 	VER
außzuruͤsten 	außzuruͤsten 	rüsten 	VER
außzusagen 	außzusagen 	sagen 	VER
außzuschliessen 	außzuschliessen 	schließen 	VER
außzusetzen 	außzusetzen 	setzen 	VER
außzusprechen 	außzusprechen 	sprechen 	VER
außzustehen 	außzustehen 	stán 	VER
außzusuchen 	außzusuchen 	suchen 	VER
außzuziehen 	außzuziehen 	ziehen 	VER
aüsschlisens 	aüsschlisens 	schließen 	SUB
avgen 	avgen 	auge 	SUB
avisenlied 	avisenlied 	lied 	SUB
avisenzettel 	avisenzettel 	zettel 	SUB
awen 	awen 	au 	SUB
awßrichten 	awßrichten 	richten 	VER
axel 	axel 	achsel 	SUB
ayd 	ayd 	eid 	SUB
aydem 	aydem 	eidam 	SUB
aydn 	aydn 	eid 	SUB
ayer 	ayer 	ei 	SUB
aygen 	aygen 	eigen 	ADJ
aygenleich 	aygenleich 	eigentlich 	ADJ
aygenleichen 	aygenleichen 	eigentlich 	ADJ
aygenschaft 	aygenschaft 	eigenschaft 	SUB
aygentlich 	aygentlich 	eigentlich 	ADJ
aygentschaft 	aygentschaft 	eigenschaft 	SUB
ayges 	ayges 	eigen 	ADJ
aygner 	aygner 	eigen 	ADJ
aymer 	aymer 	eimer 	SUB
aynig 	aynig 	einig 	ADJ
ayssen 	ayssen 	essen 	VER
aÿd 	aÿd 	eid 	SUB
aÿden 	aÿden 	eid 	SUB
aÿdes 	aÿdes 	eid 	SUB
aÿgem 	aÿgem 	eigen 	ADJ
aÿgen 	aÿgen 	eigen 	ADJ
aÿgens 	aÿgens 	eigen 	ADJ
aÿgenschaft 	aÿgenschaft 	eigenschaft 	SUB
aÿnigung 	aÿnigung 	einigung 	SUB
aÿnu̅ge 	aÿnu̅ge 	einung 	SUB
az 	az 	essen 	VER
azen 	azen 	essen 	VER
azzate 	azzate 	arzt 	SUB
azzen 	azzen 	essen 	VER
aß 	aß 	essen 	VER
aͯbendes 	aͯbendes 	abend 	SUB
aͯbent 	aͯbent 	abend 	SUB
aͤcker 	aͤcker 	acker 	SUB
aͤdel 	aͤdel 	edel 	ADJ
aͤdelschaͤzzbahre 	aͤdelschaͤzzbahre 	schätzbar 	ADJ
aͤdelste 	aͤdelste 	edel 	ADJ
aͤdelsten 	aͤdelsten 	edel 	ADJ
aͤderlein 	aͤderlein 	äderlein 	SUB
aͤdle 	aͤdle 	edel 	ADJ
aͤdlen 	aͤdlen 	edel 	ADJ
aͤdler 	aͤdler 	edel 	ADJ
aͤdlere 	aͤdlere 	edel 	ADJ
aͤdles 	aͤdles 	edel 	ADJ
aͤesse 	aͤesse 	essen 	VER
aͤferet 	aͤferet 	avern 	VER
aͤffen 	aͤffen 	äffen 	VER
a̅gesicht 	a̅gesicht 	gesicht 	SUB
aͤhnlich 	aͤhnlich 	ähnlich 	ADJ
aͤhnlicher 	aͤhnlicher 	ähnlich 	ADJ
ällend 	ällend 	elend 	SUB
aͤlte 	aͤlte 	elte 	SUB
aͤlter 	aͤlter 	altar 	SUB
aͤltere 	aͤltere 	alt 	ADJ
aͤlteren 	aͤlteren 	elter 	SUB
aͤltern 	aͤltern 	alt 	ADJ
aͤltest 	aͤltest 	alt 	ADJ
aͤlteste 	aͤlteste 	alt 	ADJ
aͤltesten 	aͤltesten 	alt 	ADJ
aͤltestes 	aͤltestes 	alt 	ADJ
aͤltiste 	aͤltiste 	alt 	ADJ
aͤltister 	aͤltister 	alt 	ADJ
aͤltsten 	aͤltsten 	alt 	ADJ
aͤmbter 	aͤmbter 	amt 	SUB
aͤmpter 	aͤmpter 	amt 	SUB
aͤmsig 	aͤmsig 	emsig 	ADJ
aͤmsiger 	aͤmsiger 	emsig 	ADJ
aͤmsigkeit 	aͤmsigkeit 	emsigkeit 	SUB
aͤndern 	aͤndern 	ändern 	VER
aͤnderung 	aͤnderung 	änderung 	SUB
aͤnge 	aͤnge 	eng 	ADJ
ängsten 	ängsten 	angst 	SUB
aͤngsten 	aͤngsten 	angst 	SUB
aͤngstig 	aͤngstig 	ängstig 	ADJ
aͤngstigen 	aͤngstigen 	ängstigen 	VER
aͤngstliche 	aͤngstliche 	ängstlich 	ADJ
aͤngstlichen 	aͤngstlichen 	ängstlich 	ADJ
aͯnmaissen 	aͯnmaissen 	ameise 	SUB
aͯnmaisse̅ 	aͯnmaisse̅ 	ameise 	SUB
aͤntwuͥrt 	aͤntwuͥrt 	worten 	VER
aͤrbait 	aͤrbait 	arbeit 	SUB
aͤrbaiten 	aͤrbaiten 	arbeit 	SUB
ärczt 	ärczt 	arzt 	SUB
aͤrczt 	aͤrczt 	arzt 	SUB
ärger 	ärger 	arg 	ADJ
aͤrger 	aͤrger 	arg 	ADJ
aͤrgere 	aͤrgere 	arg 	ADJ
aͤrgerlichem 	aͤrgerlichem 	ärgerlich 	ADJ
aͤrgerlichen 	aͤrgerlichen 	ärgerlich 	ADJ
aͤrgerlichere 	aͤrgerlichere 	ärgerlich 	ADJ
aͤrgeste 	aͤrgeste 	arg 	ADJ
ärgste 	ärgste 	arg 	ADJ
aͤrgste 	aͤrgste 	arg 	ADJ
aͤrgsten 	aͤrgsten 	arg 	ADJ
ärmer 	ärmer 	arm 	ADJ
aͤrmest 	aͤrmest 	arm 	ADJ
aͤrwis 	aͤrwis 	areweiz 	SUB
aͤrwiss 	aͤrwiss 	areweiz 	SUB
a̅schauent 	a̅schauent 	schauen 	VER
aͤschen 	aͤschen 	asche 	SUB
aͤschenfarb 	aͤschenfarb 	farb 	ADJ
aͤschenfarbe 	aͤschenfarbe 	farb 	ADJ
aͤspen 	aͤspen 	espe 	SUB
aͯss 	aͯss 	aas 	SUB
aͯss 	aͯss 	essen 	VER
aͯssen 	aͯssen 	essen 	VER
aͤssend 	aͤssend 	essen 	VER
aͯssend 	aͯssend 	essen 	VER
a̅stand 	a̅stand 	stand 	SUB
aͤsten 	aͤsten 	ast 	SUB
aͯtem 	aͯtem 	atem 	SUB
a̅twurt 	a̅twurt 	antwort 	SUB
aͤtzen 	aͤtzen 	atzen 	VER
aͤuserlichen 	aͤuserlichen 	äußerlich 	ADJ
aͤuserm 	aͤuserm 	außer 	ADJ
aͤuserst 	aͤuserst 	außer 	ADJ
aͤuserste 	aͤuserste 	außer 	ADJ
aͤuserstem 	aͤuserstem 	außer 	ADJ
äusserliche 	äusserliche 	äußerlich 	ADJ
aͤusserliche 	aͤusserliche 	äußerlich 	ADJ
aͤusserst 	aͤusserst 	außer 	ADJ
aͤusserste 	aͤusserste 	außer 	ADJ
baalspfaffen 	baalspfaffen 	pfaffe 	SUB
baar 	baar 	bar 	ADJ
baar 	baar 	paar 	SUB
babist 	babist 	papist 	SUB
babistes 	babistes 	papist 	SUB
babst 	babst 	papst 	SUB
babstumb 	babstumb 	papsttum 	SUB
babylonischen 	babylonischen 	babylonisch 	ADJ
bach 	bach 	bach 	SUB
bachoffen 	bachoffen 	ofen 	SUB
bachwasser 	bachwasser 	wasser 	SUB
bache 	bache 	bach 	SUB
bachus 	bachus 	bach 	SUB
backen 	backen 	backe 	SUB
backen 	backen 	backen 	VER
bad 	bad 	bad 	SUB
badschwamen 	badschwamen 	schwamm 	SUB
badschwame̅ 	badschwame̅ 	schwamm 	SUB
bade 	bade 	bad 	SUB
bade 	bade 	baden 	VER
badekrutern 	badekrutern 	kraut 	SUB
baden 	baden 	baden 	SUB
baden 	baden 	baden 	VER
baden 	baden 	bitten 	VER
badenne 	badenne 	baden 	VER
bader 	bader 	bader 	SUB
badern 	badern 	bad 	SUB
badern 	badern 	bader 	SUB
bades 	bades 	bad 	SUB
badet 	badet 	baden 	VER
badeten 	badeten 	baden 	VER
badknecht 	badknecht 	knecht 	SUB
badleüt 	badleüt 	leute 	SUB
badleüten 	badleüten 	leute 	SUB
bads 	bads 	bad 	SUB
badstouen 	badstouen 	stube 	SUB
badstuben 	badstuben 	stube 	SUB
badt 	badt 	bad 	SUB
badtuͤcher 	badtuͤcher 	tuch 	SUB
badzeit 	badzeit 	zeit 	SUB
bagage 	bagage 	bagage 	SUB
bahn 	bahn 	bahn 	SUB
bahre 	bahre 	bahre 	SUB
bain 	bain 	bein 	SUB
bains 	bains 	bein 	SUB
bait 	bait 	beiten1 	VER
bal 	bal 	bellen 	VER
balanos 	balanos 	balanos 	SUB
balast 	balast 	palast 	SUB
balasten 	balasten 	palast 	SUB
balastz 	balastz 	palast 	SUB
balbierer 	balbierer 	balbier 	SUB
bald 	bald 	bald 	ADJ
balde 	balde 	bald 	ADJ
baldrian 	baldrian 	baldrian 	SUB
balgen 	balgen 	balgen 	SUB
balger 	balger 	balger 	SUB
balken 	balken 	balken 	SUB
ballast 	ballast 	ballast 	SUB
ballenspiel 	ballenspiel 	spiel 	SUB
ballenspiel 	ballenspiel 	spiel 	SUB
balmboͯm 	balmboͯm 	baum 	SUB
balmboͯmen 	balmboͯmen 	baum 	SUB
balmen 	balmen 	palme 	SUB
balmenris 	balmenris 	reis3 	SUB
balmenzelge 	balmenzelge 	zelch 	SUB
balsam 	balsam 	balsam 	SUB
balsamen 	balsamen 	balsam 	SUB
baltheide 	baltheide 	baltheit 	SUB
bambest 	bambest 	bambus 	SUB
ban 	ban 	bahn 	SUB
ban 	ban 	bann 	SUB
banckart 	banckart 	bankert 	SUB
band 	band 	band2 	SUB
band 	band 	binden 	VER
band 	band 	band2 	SUB
bande 	bande 	band2 	SUB
banden 	banden 	band2 	SUB
bandt 	bandt 	band2 	SUB
bange 	bange 	bang 	ADJ
bange 	bange 	bange 	SUB
bangicheyt 	bangicheyt 	bangigkeit 	SUB
banne 	banne 	bann 	SUB
bannen 	bannen 	bannen 	SUB
banner 	banner 	banner 	SUB
bannisiret 	bannisiret 	bannisieren 	VER
bannyer 	bannyer 	banner 	SUB
bannyere 	bannyere 	banner 	SUB
bannyr 	bannyr 	bann 	SUB
bant 	bant 	band2 	SUB
ban̅ 	ban̅ 	bann 	SUB
bapir 	bapir 	papier 	SUB
bappeln 	bappeln 	babbeln 	SUB
bappirinen 	bappirinen 	papiern 	ADJ
bapst 	bapst 	papst 	SUB
bapsts 	bapsts 	papst 	SUB
bapstthum̅ 	bapstthum̅ 	papsttum 	SUB
bapstumb 	bapstumb 	papsttum 	SUB
baptisten 	baptisten 	baptist 	SUB
bar 	bar 	bahre 	SUB
bar 	bar 	bar 	ADJ
barhóbet 	bar hóbet 	haupt 	ADJ
bara 	bara 	bara 	SUB
barbara 	barbara 	barbar 	SUB
barbaren 	barbaren 	barbar 	SUB
barbarus 	barbarus 	barbar 	SUB
barbierer 	barbierer 	barbier 	SUB
barchet 	barchet 	barchent 	SUB
barchethandel 	barchethandel 	handel1 	SUB
barcken 	barcken 	barke 	SUB
barem 	barem 	bar 	ADJ
barfuͤssermünchen 	barfuͤssermünchen 	mönch 	SUB
barg 	barg 	bergen 	VER
barma 	barma 	barma 	SUB
barmeherzcikeit 	barmeherzcikeit 	barmherzigkeit 	SUB
barmeherziger 	barmeherziger 	herzig 	ADJ
barmherczikeit 	barmherczikeit 	barmherzigkeit 	SUB
barmhertzich 	barmhertzich 	herzig 	ADJ
barmhertzicheit 	barmhertzicheit 	barmherzigkeit 	SUB
barmhertzicheyt 	barmhertzicheyt 	barmherzigkeit 	SUB
barmhertzig 	barmhertzig 	herzig 	ADJ
barmhertzige 	barmhertzige 	herzig 	ADJ
barmhertziges 	barmhertziges 	herzig 	ADJ
barmhertzigkeit 	barmhertzigkeit 	barmherzigkeit 	SUB
barmhertzikeit 	barmhertzikeit 	barmherzigkeit 	SUB
barmherzekeide 	barmherzekeide 	barmherzigkeit 	SUB
barmherzich 	barmherzich 	herzig 	ADJ
barmherzichait 	barmherzichait 	barmherzigkeit 	SUB
barmherzicheit 	barmherzicheit 	barmherzigkeit 	SUB
barmherzickeit 	barmherzickeit 	barmherzigkeit 	SUB
barmherzicleichen 	barmherzicleichen 	herziglich 	ADJ
barmherzig 	barmherzig 	herzig 	ADJ
barmhetziger 	barmhetziger 	herzig 	ADJ
barmkeit 	barmkeit 	barmecheit 	SUB
baronie 	baronie 	baronie 	SUB
barschafft 	barschafft 	barschaft 	SUB
bart 	bart 	bart 	SUB
barte 	barte 	bart 	SUB
bartigen 	bartigen 	partei 	SUB
barttigig 	barttigig 	bärtig 	ADJ
bartyen 	bartyen 	partei 	SUB
bas 	bas 	gut 	ADJ
basal 	basal 	basal 	SUB
bascha 	bascha 	pascha 	SUB
baschis 	baschis 	pascha 	SUB
base 	base 	base 	SUB
basen 	basen 	base 	SUB
bass 	bass 	gut 	ADJ
bassen 	bassen 	base 	SUB
bast 	bast 	gut 	ADJ
bastard 	bastard 	bastard 	SUB
bastarden 	bastarden 	bastard 	SUB
basten 	basten 	wohl 	ADJ
bat 	bat 	bitten 	VER
bate 	bate 	bitten 	VER
baten 	baten 	bitten 	VER
batend 	batend 	bitten 	VER
bath 	bath 	bitten 	VER
bathen 	bathen 	bitten 	VER
batt 	batt 	bitten 	VER
batte 	batte 	bitten 	VER
batterien 	batterien 	batterie 	SUB
batzaren 	batzaren 	basar 	SUB
bau 	bau 	bau 	SUB
bauch 	bauch 	bauch 	SUB
bauchfreund 	bauchfreund 	freund 	SUB
bauchs 	bauchs 	bauch 	SUB
bauen 	bauen 	bauen 	VER
bauer 	bauer 	bauer 	SUB
bauerbriefen 	bauerbriefen 	brief 	SUB
bauern 	bauern 	bauer 	SUB
bauet 	bauet 	bauen 	VER
baufaͤlligen 	baufaͤlligen 	fällig 	ADJ
baum 	baum 	baum 	SUB
baumoͤle 	baumoͤle 	öl 	SUB
baumwollen 	baumwollen 	wolle 	SUB
baumen 	baumen 	baum 	SUB
baumes 	baumes 	baum 	SUB
baums 	baums 	baum 	SUB
baumwoll 	baumwoll 	wolle 	SUB
baumß 	baumß 	baum 	SUB
baur 	baur 	bauer 	SUB
bauren 	bauren 	bauer 	SUB
baurenknecht 	baurenknecht 	knecht 	SUB
baurenkrieg 	baurenkrieg 	krieg 	SUB
